Page,Column,transcription,Points,quoc_ngu_groundtruth,Chữ Quốc Ngữ,transcription_list,quoc_ngu_groundtruth_list
33,6,可以爲不善,"[(88, 64), (122, 276)]",khả dĩ vi bất thiện,Khả Dĩ Vi Bất Thiện,"['可', '以', '爲', '不', '善']","['khả', 'dĩ', 'vi', 'bất', 'thiện']"
33,7,是故文武興則民好善,"[(43, 62), (79, 457)]",thị cố văn võ hưng tắc dân hảo thiện,Thị Cố Văn Võ Hưng Tắc Dân Hảo Thiện,"['是', '故', '文', '武', '興', '則', '民', '好', '善']","['thị', 'cố', 'văn', 'võ', 'hưng', 'tắc', 'dân', 'hảo', 'thiện']"
35,0,幽厲興𧴤民好暴,"[(356, 60), (389, 362)]",u lệ hưng tắc dân hảo bạo,U Lệ Hưng Tắc Dân Hảo Bạo,"['幽', '厲', '興', '𧴤', '民', '好', '暴']","['u', 'lệ', 'hưng', 'tắc', 'dân', 'hảo', 'bạo']"
35,1,或曰,"[(311, 55), (350, 140)]",hoặc viết,Hoặc Viết,"['或', '曰']","['hoặc', 'viết']"
35,2,有性善有性不善,"[(262, 53), (306, 407)]",hữu tính thiện hữu tính bất thiện,Hữu Tính Thiện Hữu Tính Bất Thiện,"['有', '性', '善', '有', '性', '不', '善']","['hữu', 'tính', 'thiện', 'hữu', 'tính', 'bất', 'thiện']"
35,3,是故以堯爲君而有象,"[(219, 56), (257, 454)]",thị cố dĩ nghiêu vi quân nhi hữu tượng,Thị Cố Dĩ Nghiêu Vi Quân Nhi Hữu Tượng,"['是', '故', '以', '堯', '爲', '君', '而', '有', '象']","['thị', 'cố', 'dĩ', 'nghiêu', 'vi', 'quân', 'nhi', 'hữu', 'tượng']"
35,4,以贅腹爲父而有舜,"[(178, 63), (211, 406)]",dĩ cổ tẩu vi phụ nhi hữu thuấn,Dĩ Cổ Tẩu Vi Phụ Nhi Hữu Thuấn,"['以', '贅', '腹', '爲', '父', '而', '有', '舜']","['dĩ', 'cổ', 'tẩu', 'vi', 'phụ', 'nhi', 'hữu', 'thuấn']"
35,5,以紂爲兄之子旦以爲君,"[(132, 63), (168, 505)]",dĩ trụ vi huynh chi tử thả dĩ vi quân,Dĩ Trụ Vi Huynh Chi Tử Thả Dĩ Vi Quân,"['以', '紂', '爲', '兄', '之', '子', '旦', '以', '爲', '君']","['dĩ', 'trụ', 'vi', 'huynh', 'chi', 'tử', 'thả', 'dĩ', 'vi', 'quân']"
35,6,而有微子欣,"[(87, 59), (124, 273)]",nhi hữu vi tử khởi,Nhi Hữu Vi Tử Khởi,"['而', '有', '微', '子', '欣']","['nhi', 'hữu', 'vi', 'tử', 'khởi']"
35,7,王子北󰡰,"[(44, 61), (78, 229)]",vương tử tỷ can,Vương Tử Tỷ Can,"['王', '子', '北', '\U000f0870']","['vương', 'tử', 'tỷ', 'can']"
37,0,令曰性善,"[(351, 51), (392, 232)]",kim viết tính thiện,Kim Viết Tính Thiện,"['令', '曰', '性', '善']","['kim', 'viết', 'tính', 'thiện']"
37,1,然則彼皆非與,"[(302, 52), (351, 327)]",nhiên tắc bỉ giai phi dư,Nhiên Tắc Bỉ Giai Phi Dư,"['然', '則', '彼', '皆', '非', '與']","['nhiên', 'tắc', 'bỉ', 'giai', 'phi', 'dư']"
37,2,孟子曰,"[(267, 60), (301, 183)]",mạnh tử viết,Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
37,3,乃苦其情則呵以爲善矣,"[(219, 60), (258, 505)]",nãi nhược kỳ tính tắc khả dĩ vi thiện hỹ,Nãi Nhược Kỳ Tính Tắc Khả Dĩ Vi Thiện Hỹ,"['乃', '苦', '其', '情', '則', '呵', '以', '爲', '善', '矣']","['nãi', 'nhược', 'kỳ', 'tính', 'tắc', 'khả', 'dĩ', 'vi', 'thiện', 'hỹ']"
37,4,乃所謂善也,"[(180, 63), (210, 271)]",nãi sở vị thiện dã,Nãi Sở Vị Thiện Dã,"['乃', '所', '謂', '善', '也']","['nãi', 'sở', 'vị', 'thiện', 'dã']"
37,5,苦夫爲不善,"[(130, 58), (169, 276)]",nhược phù vi bất thiện,Nhược Phù Vi Bất Thiện,"['苦', '夫', '爲', '不', '善']","['nhược', 'phù', 'vi', 'bất', 'thiện']"
37,6,非才之罪也,"[(88, 59), (122, 271)]",phi tài chi tội dã,Phi Tài Chi Tội Dã,"['非', '才', '之', '罪', '也']","['phi', 'tài', 'chi', 'tội', 'dã']"
37,7,惻隐之心人皆育之,"[(44, 59), (77, 446)]",trắc ẩn chi tâm nhân giai hữu chi,Trắc Ẩn Chi Tâm Nhân Giai Hữu Chi,"['惻', '隐', '之', '心', '人', '皆', '育', '之']","['trắc', 'ẩn', 'chi', 'tâm', 'nhân', 'giai', 'hữu', 'chi']"
39,0,差惡之心人皆有之,"[(350, 53), (396, 447)]",tu ố chi tâm nhân giai hữu chi,Tu Ố Chi Tâm Nhân Giai Hữu Chi,"['差', '惡', '之', '心', '人', '皆', '有', '之']","['tu', 'ố', 'chi', 'tâm', 'nhân', 'giai', 'hữu', 'chi']"
39,1,恭敬之心人皆有之,"[(305, 53), (352, 446)]",cung kính chi tâm nhân giai hữu chi,Cung Kính Chi Tâm Nhân Giai Hữu Chi,"['恭', '敬', '之', '心', '人', '皆', '有', '之']","['cung', 'kính', 'chi', 'tâm', 'nhân', 'giai', 'hữu', 'chi']"
39,2,是非之心人皆有之,"[(265, 56), (304, 448)]",thị phi chi tâm nhân giai hữu chi,Thị Phi Chi Tâm Nhân Giai Hữu Chi,"['是', '非', '之', '心', '人', '皆', '有', '之']","['thị', 'phi', 'chi', 'tâm', 'nhân', 'giai', 'hữu', 'chi']"
39,3,𢜠隐之心仁也,"[(214, 56), (265, 367)]",trắc ẩn chi tâm nhân dã,Trắc Ẩn Chi Tâm Nhân Dã,"['𢜠', '隐', '之', '心', '仁', '也']","['trắc', 'ẩn', 'chi', 'tâm', 'nhân', 'dã']"
39,4,羞惡之心義也,"[(172, 55), (217, 365)]",tu ố chi tâm nghĩa dã,Tu Ố Chi Tâm Nghĩa Dã,"['羞', '惡', '之', '心', '義', '也']","['tu', 'ố', 'chi', 'tâm', 'nghĩa', 'dã']"
39,5,恭敬之心禮也,"[(128, 54), (172, 363)]",cung kính chi tâm lễ dã,Cung Kính Chi Tâm Lễ Dã,"['恭', '敬', '之', '心', '禮', '也']","['cung', 'kính', 'chi', 'tâm', 'lễ', 'dã']"
39,6,是非之心智也,"[(81, 56), (128, 367)]",thị phi chi tâm trí dã,Thị Phi Chi Tâm Trí Dã,"['是', '非', '之', '心', '智', '也']","['thị', 'phi', 'chi', 'tâm', 'trí', 'dã']"
39,7,人義禮智,"[(43, 60), (77, 230)]",nhân nghĩa lễ trí,Nhân Nghĩa Lễ Trí,"['人', '義', '禮', '智']","['nhân', 'nghĩa', 'lễ', 'trí']"
41,0,非由外鑅我也,"[(347, 54), (396, 315)]",phi do ngoại thước ngã dã,Phi Do Ngoại Thước Ngã Dã,"['非', '由', '外', '鑅', '我', '也']","['phi', 'do', 'ngoại', 'thước', 'ngã', 'dã']"
41,1,我固育之也,"[(309, 59), (345, 271)]",ngã cố hữu chi dã,Ngã Cố Hữu Chi Dã,"['我', '固', '育', '之', '也']","['ngã', 'cố', 'hữu', 'chi', 'dã']"
41,2,𧖱思耳矣,"[(262, 54), (305, 234)]",phất tư nhĩ hỹ,Phất Tư Nhĩ Hỹ,"['𧖱', '思', '耳', '矣']","['phất', 'tư', 'nhĩ', 'hỹ']"
41,3,故曰,"[(220, 53), (261, 140)]",cố viết,Cố Viết,"['故', '曰']","['cố', 'viết']"
41,4,求則得之舍則失之,"[(173, 55), (217, 448)]",cầu tắc đắc chi xả tắc thất chi,Cầu Tắc Đắc Chi Xả Tắc Thất Chi,"['求', '則', '得', '之', '舍', '則', '失', '之']","['cầu', 'tắc', 'đắc', 'chi', 'xả', 'tắc', 'thất', 'chi']"
41,5,或相倍𥱰而無算者,"[(132, 59), (167, 406)]",hoặc tương bội tỷ nhi vô toán giả,Hoặc Tương Bội Tỷ Nhi Vô Toán Giả,"['或', '相', '倍', '𥱰', '而', '無', '算', '者']","['hoặc', 'tương', 'bội', 'tỷ', 'nhi', 'vô', 'toán', 'giả']"
41,6,不能盡其才者也,"[(86, 58), (122, 361)]",bất năng tận kỳ tài giả dã,Bất Năng Tận Kỳ Tài Giả Dã,"['不', '能', '盡', '其', '才', '者', '也']","['bất', 'năng', 'tận', 'kỳ', 'tài', 'giả', 'dã']"
41,7,詩曰,"[(46, 58), (79, 139)]",thi viết,Thi Viết,"['詩', '曰']","['thi', 'viết']"
43,0,夭生蒸民有物有則,"[(353, 58), (392, 450)]",thiên sinh chưng dân hữu vật hữu tắc,Thiên Sinh Chưng Dân Hữu Vật Hữu Tắc,"['夭', '生', '蒸', '民', '有', '物', '有', '則']","['thiên', 'sinh', 'chưng', 'dân', 'hữu', 'vật', 'hữu', 'tắc']"
43,1,民之秉尋好是懿德,"[(306, 58), (349, 453)]",dân chi bỉnh di hảo thị ý đức,Dân Chi Bỉnh Di Hảo Thị Ý Đức,"['民', '之', '秉', '尋', '好', '是', '懿', '德']","['dân', 'chi', 'bỉnh', 'di', 'hảo', 'thị', 'ý', 'đức']"
43,2,孔子曰,"[(261, 56), (306, 186)]",khổng tử viết,Khổng Tử Viết,"['孔', '子', '曰']","['khổng', 'tử', 'viết']"
43,3,爲此詩者,"[(217, 53), (261, 229)]",vi thử thi giả,Vi Thử Thi Giả,"['爲', '此', '詩', '者']","['vi', 'thử', 'thi', 'giả']"
43,4,其知道乎,"[(177, 56), (215, 226)]",kỳ tri đạo hồ,Kỳ Tri Đạo Hồ,"['其', '知', '道', '乎']","['kỳ', 'tri', 'đạo', 'hồ']"
43,5,故有物有則,"[(130, 60), (166, 320)]",cố hữu vật tất hữu tắc,Cố Hữu Vật Tất Hữu Tắc,"['故', '有', '物', '有', '則']","['cố', 'hữu', 'vật', 'tất', 'hữu', 'tắc']"
43,6,民之秉尋也,"[(89, 62), (122, 270)]",dân chi bỉnh di dã,Dân Chi Bỉnh Di Dã,"['民', '之', '秉', '尋', '也']","['dân', 'chi', 'bỉnh', 'di', 'dã']"
43,7,故好是懿德,"[(44, 60), (78, 273)]",cố hảo thị ý đức,Cố Hảo Thị Ý Đức,"['故', '好', '是', '懿', '德']","['cố', 'hảo', 'thị', 'ý', 'đức']"
45,0,孟子曰,"[(354, 65), (394, 196)]",mạnh tử viết,7 Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
45,1,富歳子弟多頼,"[(312, 65), (348, 371)]",phú tuế tử đệ đa lại,Phú Tuế Tử Đệ Đa Lại,"['富', '歳', '子', '弟', '多', '頼']","['phú', 'tuế', 'tử', 'đệ', 'đa', 'lại']"
45,2,兕歳子弟多暴,"[(265, 66), (305, 374)]",hung tuế tử đệ đa bạo,Hung Tuế Tử Đệ Đa Bạo,"['兕', '歳', '子', '弟', '多', '暴']","['hung', 'tuế', 'tử', 'đệ', 'đa', 'bạo']"
45,3,排夭之降才濁珠也,"[(223, 68), (256, 413)]",phi thiên chi giáng tài nhĩ thù dã,Phi Thiên Chi Giáng Tài Nhĩ Thù Dã,"['排', '夭', '之', '降', '才', '濁', '珠', '也']","['phi', 'thiên', 'chi', 'giáng', 'tài', 'nhĩ', 'thù', 'dã']"
45,4,其所以陷溺其心者然也,"[(181, 70), (211, 507)]",kỳ sở dĩ hãm nịch kỳ tâm giả nhiên dã,Kỳ Sở Dĩ Hãm Nịch Kỳ Tâm Giả Nhiên Dã,"['其', '所', '以', '陷', '溺', '其', '心', '者', '然', '也']","['kỳ', 'sở', 'dĩ', 'hãm', 'nịch', 'kỳ', 'tâm', 'giả', 'nhiên', 'dã']"
45,5,令夫蜂𡎢,"[(131, 65), (171, 243)]",kim phù mâu mạch,Kim Phù Mâu Mạch,"['令', '夫', '蜂', '𡎢']","['kim', 'phù', 'mâu', 'mạch']"
45,6,播󰡔而料之,"[(87, 67), (124, 280)]",bá chủng nhi ưu chi,Bá Chủng Nhi Ưu Chi,"['播', '\U000f0854', '而', '料', '之']","['bá', 'chủng', 'nhi', 'ưu', 'chi']"
45,7,其地同對之時又同,"[(44, 68), (80, 465)]",kỳ địa đồng thụ chi thời hựu đồng,Kỳ Địa Đồng Thụ Chi Thời Hựu Đồng,"['其', '地', '同', '對', '之', '時', '又', '同']","['kỳ', 'địa', 'đồng', 'thụ', 'chi', 'thời', 'hựu', 'đồng']"
47,0,浡然面生,"[(351, 54), (394, 232)]",bột nhiên nhi sinh,Bột Nhiên Nhi Sinh,"['浡', '然', '面', '生']","['bột', 'nhiên', 'nhi', 'sinh']"
47,1,至於日屋之時,"[(299, 53), (354, 318)]",chí ư nhật chí chi thời,Chí Ư Nhật Chí Chi Thời,"['至', '於', '日', '屋', '之', '時']","['chí', 'ư', 'nhật', 'chí', 'chi', 'thời']"
47,2,階恝矣,"[(264, 56), (302, 188)]",giai thục hỹ,Giai Thục Hỹ,"['階', '恝', '矣']","['giai', 'thục', 'hỹ']"
47,3,雖有不同,"[(218, 57), (258, 232)]",tuy hữu bất đồng,Tuy Hữu Bất Đồng,"['雖', '有', '不', '同']","['tuy', 'hữu', 'bất', 'đồng']"
47,4,則地有肥硯,"[(174, 59), (214, 277)]",tắc địa hữu phì nghiêu,Tắc Địa Hữu Phì Nghiêu,"['則', '地', '有', '肥', '硯']","['tắc', 'địa', 'hữu', 'phì', 'nghiêu']"
47,5,雨露之養,"[(131, 59), (168, 235)]",vũ lộ chi dưỡng,Vũ Lộ Chi Dưỡng,"['雨', '露', '之', '養']","['vũ', 'lộ', 'chi', 'dưỡng']"
47,6,人事之不齊也,"[(85, 58), (125, 318)]",nhân sự chi bất tề dã,Nhân Sự Chi Bất Tề Dã,"['人', '事', '之', '不', '齊', '也']","['nhân', 'sự', 'chi', 'bất', 'tề', 'dã']"
47,7,故凡同類者,"[(43, 58), (80, 271)]",cố phàm đồng loại giả,Cố Phàm Đồng Loại Giả,"['故', '凡', '同', '類', '者']","['cố', 'phàm', 'đồng', 'loại', 'giả']"
49,0,𦊚相似也,"[(350, 51), (394, 223)]",cử tương tự dã,Cử Tương Tự Dã,"['𦊚', '相', '似', '也']","['cử', 'tương', 'tự', 'dã']"
49,1,何獨至於人而疑之,"[(305, 55), (347, 406)]",hà độc chí ư nhân nhi nghi chi,Hà Độc Chí Ư Nhân Nhi Nghi Chi,"['何', '獨', '至', '於', '人', '而', '疑', '之']","['hà', 'độc', 'chí', 'ư', 'nhân', 'nhi', 'nghi', 'chi']"
49,2,聖人興我同類者,"[(269, 62), (298, 357)]",thánh nhân dữ ngã đồng loại giả,Thánh Nhân Dữ Ngã Đồng Loại Giả,"['聖', '人', '興', '我', '同', '類', '者']","['thánh', 'nhân', 'dữ', 'ngã', 'đồng', 'loại', 'giả']"
49,3,故龍子曰,"[(220, 58), (257, 225)]",cố long tử viết,Cố Long Tử Viết,"['故', '龍', '子', '曰']","['cố', 'long', 'tử', 'viết']"
49,4,不知足而爲屡,"[(180, 62), (210, 317)]",bất tri túc nhi vi lũ,Bất Tri Túc Nhi Vi Lũ,"['不', '知', '足', '而', '爲', '屡']","['bất', 'tri', 'túc', 'nhi', 'vi', 'lũ']"
49,5,我知其不爲蕢也,"[(132, 59), (167, 358)]",ngã tri kỳ bất vi quĩ dã,Ngã Tri Kỳ Bất Vi Quĩ Dã,"['我', '知', '其', '不', '爲', '蕢', '也']","['ngã', 'tri', 'kỳ', 'bất', 'vi', 'quĩ', 'dã']"
49,6,属之相似,"[(84, 53), (124, 232)]",lũ chi tương tự,Lũ Chi Tương Tự,"['属', '之', '相', '似']","['lũ', 'chi', 'tương', 'tự']"
49,7,夭下之足同也,"[(45, 58), (78, 313)]",thiên hạ chi túc đồng dã,Thiên Hạ Chi Túc Đồng Dã,"['夭', '下', '之', '足', '同', '也']","['thiên', 'hạ', 'chi', 'túc', 'đồng', 'dã']"
51,0,口之於味有同啫也,"[(349, 60), (394, 453)]",khẩu chi ư vị hữu đồng thị dã,Khẩu Chi Ư Vị Hữu Đồng Thị Dã,"['口', '之', '於', '味', '有', '同', '啫', '也']","['khẩu', 'chi', 'ư', 'vị', 'hữu', 'đồng', 'thị', 'dã']"
51,1,易牙先得我口,"[(312, 59), (345, 323)]",dịch nha tiên đắc ngã khẩu,Dịch Nha Tiên Đắc Ngã Khẩu,"['易', '牙', '先', '得', '我', '口']","['dịch', 'nha', 'tiên', 'đắc', 'ngã', 'khẩu']"
51,2,之所嗜者也,"[(266, 62), (300, 271)]",chi sở thị giả dã,Chi Sở Thị Giả Dã,"['之', '所', '嗜', '者', '也']","['chi', 'sở', 'thị', 'giả', 'dã']"
51,3,如使口之於味也,"[(218, 60), (258, 360)]",như sử khẩu chi ư vị dã,Như Sử Khẩu Chi Ư Vị Dã,"['如', '使', '口', '之', '於', '味', '也']","['như', 'sử', 'khẩu', 'chi', 'ư', 'vị', 'dã']"
51,4,其性輿人珠,"[(180, 61), (210, 273)]",kỳ tính dữ nhân thù,Kỳ Tính Dữ Nhân Thù,"['其', '性', '輿', '人', '珠']","['kỳ', 'tính', 'dữ', 'nhân', 'thù']"
51,5,苦犬馬之興我不同類也,"[(135, 63), (165, 492)]",nhược khuyển mã chi dữ ngã bất đồng loại dã,Nhược Khuyển Mã Chi Dữ Ngã Bất Đồng Loại Dã,"['苦', '犬', '馬', '之', '興', '我', '不', '同', '類', '也']","['nhược', 'khuyển', 'mã', 'chi', 'dữ', 'ngã', 'bất', 'đồng', 'loại', 'dã']"
51,6,則天一何啫㗂從,"[(85, 60), (121, 363)]",tắc thiên hạ hà thị giai tòng,Tắc Thiên Hạ Hà Thị Giai Tòng,"['則', '天', '一', '何', '啫', '㗂', '從']","['tắc', 'thiên', 'hạ', 'hà', 'thị', 'giai', 'tòng']"
51,7,易永之於味也,"[(46, 58), (75, 318)]",dịch nha chi ư vị dã,Dịch Nha Chi Ư Vị Dã,"['易', '永', '之', '於', '味', '也']","['dịch', 'nha', 'chi', 'ư', 'vị', 'dã']"
53,0,至於咮,"[(351, 55), (395, 189)]",chí ư vị,Chí Ư Vị,"['至', '於', '咮']","['chí', 'ư', 'vị']"
53,1,天下期於易牙,"[(309, 61), (345, 320)]",thiên hạ kỳ ư dịch nha,Thiên Hạ Kỳ Ư Dịch Nha,"['天', '下', '期', '於', '易', '牙']","['thiên', 'hạ', 'kỳ', 'ư', 'dịch', 'nha']"
53,2,是夭下之口相似也,"[(266, 58), (302, 404)]",thị thiên hạ chi khẩu tương tựa dã,Thị Thiên Hạ Chi Khẩu Tương Tựa Dã,"['是', '夭', '下', '之', '口', '相', '似', '也']","['thị', 'thiên', 'hạ', 'chi', 'khẩu', 'tương', 'tựa', 'dã']"
53,3,惟耳亦然至於聲,"[(218, 60), (259, 408)]",duy nhĩ diệc nhiên chí ư thanh,Duy Nhĩ Diệc Nhiên Chí Ư Thanh,"['惟', '耳', '亦', '然', '至', '於', '聲']","['duy', 'nhĩ', 'diệc', 'nhiên', 'chí', 'ư', 'thanh']"
53,4,天下期於師曠,"[(178, 61), (215, 322)]",thiên hạ kỳ ư sư khoáng,Thiên Hạ Kỳ Ư Sư Khoáng,"['天', '下', '期', '於', '師', '曠']","['thiên', 'hạ', 'kỳ', 'ư', 'sư', 'khoáng']"
53,5,是天下之耳相似也,"[(134, 59), (167, 403)]",thị thiên hạ chi nhĩ tương tựa dã,Thị Thiên Hạ Chi Nhĩ Tương Tựa Dã,"['是', '天', '下', '之', '耳', '相', '似', '也']","['thị', 'thiên', 'hạ', 'chi', 'nhĩ', 'tương', 'tựa', 'dã']"
53,6,惟目亦然至於子都,"[(84, 59), (125, 452)]",duy mục diệc nhiên chí ư tử đô,Duy Mục Diệc Nhiên Chí Ư Tử Đô,"['惟', '目', '亦', '然', '至', '於', '子', '都']","['duy', 'mục', 'diệc', 'nhiên', 'chí', 'ư', 'tử', 'đô']"
53,7,夭下莫不知其妓也,"[(45, 60), (78, 403)]",thiên hạ mạc bất như kỳ giảo dã,Thiên Hạ Mạc Bất Như Kỳ Giảo Dã,"['夭', '下', '莫', '不', '知', '其', '妓', '也']","['thiên', 'hạ', 'mạc', 'bất', 'như', 'kỳ', 'giảo', 'dã']"
55,0,不知子都之󰣁者,"[(349, 55), (395, 359)]",bất tri đô tử chi giảo giả,Bất Tri Đô Tử Chi Giảo Giả,"['不', '知', '子', '都', '之', '\U000f08c1', '者']","['bất', 'tri', 'đô', 'tử', 'chi', 'giảo', 'giả']"
55,1,無目者也,"[(305, 54), (349, 229)]",vô mục giả dã,Vô Mục Giả Dã,"['無', '目', '者', '也']","['vô', 'mục', 'giả', 'dã']"
55,2,故曰,"[(261, 56), (306, 140)]",cố viết,Cố Viết,"['故', '曰']","['cố', 'viết']"
55,3,口之於味也,"[(215, 60), (261, 274)]",khẩu chi ư vị dã,Khẩu Chi Ư Vị Dã,"['口', '之', '於', '味', '也']","['khẩu', 'chi', 'ư', 'vị', 'dã']"
55,4,有同啫焉,"[(175, 57), (213, 231)]",hữu đồng thị yên,Hữu Đồng Thị Yên,"['有', '同', '啫', '焉']","['hữu', 'đồng', 'thị', 'yên']"
55,5,耳之於聲也,"[(126, 57), (172, 275)]",nhĩ chi ư thanh dã,Nhĩ Chi Ư Thanh Dã,"['耳', '之', '於', '聲', '也']","['nhĩ', 'chi', 'ư', 'thanh', 'dã']"
55,6,有同聽焉,"[(84, 54), (124, 232)]",hữu đồng thính yên,Hữu Đồng Thính Yên,"['有', '同', '聽', '焉']","['hữu', 'đồng', 'thính', 'yên']"
55,7,目之於色也,"[(42, 61), (77, 271)]",mục chi ư sắc dã,Mục Chi Ư Sắc Dã,"['目', '之', '於', '色', '也']","['mục', 'chi', 'ư', 'sắc', 'dã']"
57,0,有同美焉,"[(348, 52), (394, 233)]",hữu đồng mỹ yên,Hữu Đồng Mỹ Yên,"['有', '同', '美', '焉']","['hữu', 'đồng', 'mỹ', 'yên']"
57,1,至於心,"[(301, 53), (351, 187)]",chí ư tâm,Chí Ư Tâm,"['至', '於', '心']","['chí', 'ư', 'tâm']"
57,2,獨無所同然乎,"[(258, 54), (305, 322)]",độc vô sở đồng nhiên hồ,Độc Vô Sở Đồng Nhiên Hồ,"['獨', '無', '所', '同', '然', '乎']","['độc', 'vô', 'sở', 'đồng', 'nhiên', 'hồ']"
57,3,心之所同然者,"[(219, 64), (256, 314)]",tâm chi sở đồng nhiên giả,Tâm Chi Sở Đồng Nhiên Giả,"['心', '之', '所', '同', '然', '者']","['tâm', 'chi', 'sở', 'đồng', 'nhiên', 'giả']"
57,4,何也,"[(170, 55), (218, 149)]",hà dã,Hà Dã,"['何', '也']","['hà', 'dã']"
57,5,謂理也義也,"[(126, 54), (174, 320)]",vị lý dã nghĩa dã,Vị Lý Dã Nghĩa Dã,"['謂', '理', '也', '義', '也']","['vị', 'lý', 'dã', 'nghĩa', 'dã']"
57,6,聖人先得我心,"[(78, 55), (129, 319)]",thánh nhân tiên đắc ngã tâm,Thánh Nhân Tiên Đắc Ngã Tâm,"['聖', '人', '先', '得', '我', '心']","['thánh', 'nhân', 'tiên', 'đắc', 'ngã', 'tâm']"
57,7,之所同然耳,"[(44, 61), (78, 272)]",chi sở đồng nhiên nhĩ,Chi Sở Đồng Nhiên Nhĩ,"['之', '所', '同', '然', '耳']","['chi', 'sở', 'đồng', 'nhiên', 'nhĩ']"
59,0,故理義之悅我心,"[(353, 66), (392, 368)]",cố lý nghĩa chi duyệt ngã tâm,Cố Lý Nghĩa Chi Duyệt Ngã Tâm,"['故', '理', '義', '之', '悅', '我', '心']","['cố', 'lý', 'nghĩa', 'chi', 'duyệt', 'ngã', 'tâm']"
59,1,猶𬗢𡎦之悅我口,"[(310, 65), (350, 373)]",do sô hoạn chi duyệt ngã khẩu,Do Sô Hoạn Chi Duyệt Ngã Khẩu,"['猶', '𬗢', '𡎦', '之', '悅', '我', '口']","['do', 'sô', 'hoạn', 'chi', 'duyệt', 'ngã', 'khẩu']"
59,2,孟子曰,"[(267, 68), (302, 194)]",mạnh tử viết,8 Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
